loan_amount,repaid_amount,days,number_of_loans,Bucket
1610,1610,0,9,Active
270,270,0,9,Active
2085,2085,0,9,Active
915,3524,7,9,Active
1050,1128,14,9,Active
365,365,28,2,Active
1875,1875,14,17,Active
1549,1549,0,17,Active
3715,3715,0,17,Active
2437,2506,21,17,Active
4015,8181,77,17,Default
2550,2550,0,17,Active
2350,2350,0,17,Active
725,725,0,17,Active
2215,2215,0,17,Active
2550,2550,0,17,Active
2930,2930,0,17,Active
2550,2550,0,17,Active
5000,5000,0,17,Active
230,230,0,17,Active
2100,2100,0,17,Active
340,340,56,17,Default
59,59,0,9,Active
200,1884,7,9,Active
236,236,0,9,Active
118,118,7,9,Active
300,300,0,9,Active
3364,4871,21,9,Active
3515,4373,7,9,Active
941,941,0,9,Active
2615,2615,0,15,Active
3780,3780,0,15,Active
4850,4850,0,15,Active
5050,9727,217,15,Write Off
4536,4536,0,15,Active
4115,4115,0,15,Active
3115,6757,7,15,Active
4587,4587,0,15,Active
2618,2618,0,15,Active
3260,369,42,15,Default
2615,2615,0,15,Active
5100,5100,0,15,Active
4950,4950,0,15,Active
4115,4115,0,15,Active
4503,4503,0,15,Active
2544,2544,0,11,Active
2236,2236,0,11,Active
5451,5451,0,11,Active
1997,1817,7,11,Active
3313,3313,0,11,Active
5115,6121,7,11,Active
2249,2249,0,11,Active
4344,4344,259,11,Write Off
4815,5338,21,11,Active
3617,3617,0,11,Active
5037,5037,0,11,Active
1650,1650,0,12,Active
490,490,0,12,Active
3600,3600,0,12,Active
1000,1000,0,12,Active
4235,4235,0,12,Active
1350,1350,0,12,Active
456,456,0,12,Active
1750,1750,0,12,Active
2400,4492,14,12,Active
365,365,0,12,Active
1025,1025,0,12,Active
365,0,56,1,Default
236,236,0,3,Active
1100,1100,0,3,Active
236,0,217,1,Write Off
3106,3848,7,5,Active
5457,6020,224,5,Write Off
1890,1890,0,5,Active
1694,8758,112,5,Write Off
1644,0,0,5,Active
2050,2050,0,5,Active
236,236,0,5,Active
1550,1550,7,5,Active
1100,1100,0,5,Active
1100,1100,0,5,Active
2050,2050,0,5,Active
236,236,0,5,Active
1550,1550,0,5,Active
3215,6411,14,6,Active
2448,2634,308,6,Write Off
2149,2149,14,6,Active
3115,3115,0,6,Active
3341,3341,0,6,Active
1075,1075,0,7,Active
2421,2421,0,7,Active
550,550,105,7,Write Off
750,750,0,7,Active
1115,3031,84,7,Default
1550,1550,7,7,Active
230,0,301,1,Write Off
365,365,0,2,Active
365,458,7,3,Active
931,931,0,3,Active
1000,1000,0,10,Active
1550,3389,7,10,Active
1750,1750,0,10,Active
1275,1275,0,10,Active
1328,1328,0,10,Active
1550,2033,7,10,Active
1260,1260,0,10,Active
1816,1816,0,10,Active
365,365,0,10,Active
365,1192,7,4,Active
365,365,0,4,Active
457,457,0,4,Active
200,200,0,19,Active
2550,2550,0,19,Active
2374,7811,21,19,Active
2550,2550,0,19,Active
2475,2475,0,19,Active
2400,2400,0,19,Active
950,950,0,19,Active
1315,1902,7,19,Active
230,230,0,19,Active
2550,2550,0,19,Active
4672,4672,0,19,Active
4504,4504,0,19,Active
2750,2750,0,19,Active
2839,2839,0,19,Active
4417,4417,0,19,Active
2146,2146,0,19,Active
1189,1189,0,19,Active
867,867,0,19,Active
365,365,0,12,Active
1050,1050,0,12,Active
2000,2000,0,12,Active
2050,2050,0,12,Active
2050,2050,0,12,Active
1550,1550,0,12,Active
2050,2050,0,12,Active
1550,1550,0,12,Active
1050,1050,0,12,Active
1500,1500,0,12,Active
1550,1550,0,12,Active
236,116,91,2,Write Off
119,119,0,2,Active
236,236,0,3,Active
1050,1050,154,3,Write Off
100,100,0,9,Active
864,939,7,9,Active
2000,2000,0,9,Active
1399,1399,0,9,Active
236,1609,21,9,Active
2900,4335,14,9,Active
1474,1474,0,9,Active
1475,1475,0,9,Active
1365,341,0,2,Active
1023,1023,0,2,Active
20,20,0,8,Active
2050,2050,0,8,Active
260,260,0,8,Active
1550,1550,0,8,Active
1050,1050,0,8,Active
365,365,0,8,Active
1150,1150,0,8,Active
365,365,0,2,Active
1941,1941,0,9,Active
1365,1365,0,9,Active
1550,1550,0,9,Active
2050,2050,0,9,Active
1050,1050,0,9,Active
1050,1050,0,9,Active
3000,3058,7,9,Active
2050,2050,0,9,Active
365,59,63,2,Default
305,305,0,2,Active
36,36,175,2,Write Off
36,0,7,2,Active
500,1534,49,3,Default
365,365,0,3,Active
365,365,0,2,Active
230,0,350,1,Write Off
500,500,0,10,Active
2325,2325,0,10,Active
900,900,0,10,Active
1000,1000,14,10,Active
550,813,7,10,Active
1050,1050,0,10,Active
365,365,0,10,Active
1050,1050,0,10,Active
736,736,0,10,Active
1025,1025,0,5,Active
1550,1550,0,5,Active
511,511,0,5,Active
865,3653,21,5,Active
365,365,0,2,Active
578,578,0,6,Active
1300,1300,0,6,Active
365,365,0,6,Active
1850,1850,0,6,Active
1000,1971,7,6,Active
365,365,0,2,Active
365,365,0,3,Active
1025,1025,0,3,Active
72,72,0,6,Active
2550,2550,0,6,Active
2550,2550,0,6,Active
2550,2550,0,6,Active
5064,5064,0,6,Active
236,0,0,6,Active
365,365,0,2,Active
365,0,7,2,Active
1015,1015,0,5,Active
365,365,0,5,Active
1015,1015,0,5,Active
500,500,0,5,Active
365,365,0,7,Active
1050,1050,0,7,Active
1050,1050,7,7,Active
2700,2700,0,7,Active
1025,1025,0,7,Active
2500,2500,0,7,Active
365,365,0,2,Active
2350,2350,0,24,Active
2118,2118,7,24,Active
2618,2618,0,24,Active
4740,4740,0,24,Active
2265,2265,0,24,Active
115,115,0,24,Active
2600,2600,0,24,Active
2550,2550,0,24,Active
4041,4041,0,24,Active
4670,4670,0,24,Active
2730,2730,0,24,Active
5100,5100,0,24,Active
1621,1621,0,24,Active
7115,7115,0,24,Active
5115,5299,7,24,Active
2525,2525,0,24,Active
7704,7704,0,24,Active
2365,2365,0,24,Active
2415,2415,0,24,Active
2082,2082,0,24,Active
2700,2700,0,24,Active
6615,6615,0,24,Active
2615,4860,7,24,Active
2430,2430,0,18,Active
2050,2050,0,18,Active
500,500,0,18,Active
1086,1086,0,18,Active
2550,2550,0,18,Active
2450,2450,0,18,Active
236,236,0,18,Active
2499,2499,0,18,Active
1464,1464,0,18,Active
2550,2550,0,18,Active
2550,2550,0,18,Active
2600,2600,0,18,Active
2000,2000,0,18,Active
2550,2550,0,18,Active
2600,2600,0,18,Active
1300,1300,0,18,Active
2550,2550,0,18,Active
365,365,0,6,Active
818,818,0,6,Active
1070,1776,14,6,Active
1050,1529,7,6,Active
1650,1650,0,6,Active
100,100,0,7,Active
50,50,7,7,Active
726,726,0,7,Active
230,230,0,7,Active
1250,7145,35,7,Default
0,0,0,7,Active
36,36,0,2,Active
236,0,7,2,Active
365,365,0,2,Active
100,100,21,14,Active
2600,2600,0,14,Active
4460,4460,0,14,Active
2568,2568,14,14,Active
230,5188,14,14,Active
3584,5504,14,14,Active
2111,3086,7,14,Active
57,57,0,14,Active
2664,2664,0,14,Active
2415,2415,7,14,Active
4697,4697,0,14,Active
1328,1328,0,14,Active
2528,2528,0,14,Active
1000,2646,7,8,Active
1000,3028,14,8,Active
21,21,0,8,Active
2500,2500,0,8,Active
365,365,0,8,Active
703,703,0,8,Active
2600,2600,0,8,Active
1575,2283,14,4,Active
365,365,0,4,Active
1000,1000,0,4,Active
50,50,0,6,Active
2550,4735,7,6,Active
800,800,0,6,Active
236,236,0,6,Active
2414,2414,0,6,Active
365,0,35,1,Default
36,36,0,3,Active
2525,2525,189,3,Write Off
550,550,0,16,Active
4803,4803,0,16,Active
4115,4115,0,16,Active
4665,5079,7,16,Active
550,550,0,16,Active
230,230,0,16,Active
2430,2430,0,16,Active
2615,2615,0,16,Active
2749,2749,0,16,Active
230,0,35,16,Default
50,50,0,16,Active
5115,6588,7,16,Active
5100,9648,7,16,Active
3100,3100,0,16,Active
4853,4853,0,16,Active
2500,2500,0,16,Active
1025,1025,0,3,Active
365,0,7,3,Active
365,365,0,3,Active
236,236,161,2,Write Off
236,0,0,2,Active
236,236,0,3,Active
2100,2387,147,3,Write Off
2500,2500,0,10,Active
2280,2280,0,10,Active
2550,2550,0,10,Active
2700,5019,7,10,Active
2550,4722,7,10,Active
36,36,0,10,Active
2550,2550,0,10,Active
2550,2550,0,10,Active
2827,2827,0,10,Active
1025,1025,0,3,Active
365,365,0,3,Active
2115,2115,0,12,Active
4615,5230,140,12,Write Off
2615,2615,0,12,Active
4115,4115,0,12,Active
1000,1000,0,12,Active
3615,3615,0,12,Active
4515,4515,0,12,Active
230,230,0,12,Active
5165,5165,0,12,Active
3660,3660,0,12,Active
6719,6719,133,12,Write Off
560,560,0,6,Active
1600,2164,28,6,Active
1050,1050,0,6,Active
365,365,0,6,Active
550,550,0,6,Active
365,0,0,2,Active
730,730,0,2,Active
236,236,0,2,Active
36,36,0,4,Active
2128,2128,0,4,Active
200,200,0,4,Active
1750,1750,0,6,Active
2060,2060,0,6,Active
1325,1325,0,6,Active
365,365,49,6,Default
700,700,0,6,Active
1010,1010,14,22,Active
4115,4115,0,22,Active
2050,2050,14,22,Active
4530,4530,0,22,Active
2660,2660,0,22,Active
4100,4100,0,22,Active
2600,2600,0,22,Active
3615,3615,0,22,Active
100,100,0,22,Active
2430,0,7,22,Active
4115,4115,0,22,Active
1505,1505,0,22,Active
2100,2100,0,22,Active
1615,4581,14,22,Active
5177,5177,0,22,Active
378,378,0,22,Active
2115,2115,0,22,Active
2061,2061,0,22,Active
3115,3115,0,22,Active
3381,6075,7,22,Active
1748,1748,154,22,Write Off
3115,3115,0,22,Active
625,625,0,8,Active
250,250,0,8,Active
1535,1535,0,8,Active
1050,1050,0,8,Active
1671,1671,0,8,Active
1360,1360,0,8,Active
2050,2050,0,8,Active
730,730,0,3,Active
660,660,0,3,Active
365,0,0,3,Active
113,113,0,5,Active
236,3381,70,5,Default
50,50,0,5,Active
52,3837,42,5,Default
1550,1550,0,5,Active
236,236,0,5,Active
2050,2050,0,5,Active
1050,1050,0,5,Active
2301,2301,203,8,Write Off
2829,5506,7,8,Active
2615,7870,21,8,Active
4115,15521,56,8,Default
2662,2662,0,8,Active
3898,3898,0,8,Active
2675,2675,0,8,Active
59,1892,77,8,Default
230,230,0,8,Active
389,389,168,8,Write Off
1986,1986,0,8,Active
2065,2098,7,8,Active
2086,2086,0,8,Active
2121,2121,0,8,Active
365,365,0,2,Active
2550,2550,0,13,Active
2500,2500,0,13,Active
600,600,0,13,Active
550,550,0,13,Active
2550,2550,0,13,Active
2550,2550,0,13,Active
2500,2500,0,13,Active
365,365,0,13,Active
1699,1699,0,13,Active
2050,2050,0,13,Active
2550,2550,0,13,Active
1350,1350,0,13,Active
1300,1300,0,5,Active
1175,1175,0,5,Active
500,500,0,5,Active
365,365,0,5,Active
3251,7440,28,6,Active
230,230,0,6,Active
2615,5492,280,6,Write Off
3500,6052,14,6,Active
948,948,0,6,Active
365,590,21,2,Active
1025,1025,0,4,Active
365,365,0,4,Active
1650,1650,0,4,Active
5003,5003,0,25,Active
2000,2000,0,25,Active
4900,4900,0,25,Active
2271,2271,0,25,Active
2550,2550,0,25,Active
5115,5115,0,25,Active
5230,5230,0,25,Active
2618,2618,0,25,Active
5115,5115,0,25,Active
2730,2730,0,25,Active
5115,5115,0,25,Active
4915,9931,7,25,Active
1135,1401,7,25,Active
2550,2550,0,25,Active
2650,2650,0,25,Active
4413,4413,0,25,Active
5100,5100,0,25,Active
2550,2550,0,25,Active
2500,2500,0,25,Active
3217,3217,0,25,Active
5100,9861,42,25,Default
5100,5100,0,25,Active
3587,3587,7,25,Active
6514,7647,7,25,Active
1100,1100,0,4,Active
1550,1550,0,4,Active
236,236,0,4,Active
365,365,0,6,Active
2050,2050,0,6,Active
2550,2550,0,6,Active
1550,1550,0,6,Active
1000,1000,0,6,Active
0,32,49,6,Default
1629,1629,7,6,Active
200,1907,14,6,Active
1962,1962,140,6,Write Off
230,2346,77,6,Default
1550,1550,0,7,Active
971,971,0,7,Active
3000,7128,7,7,Active
50,50,0,7,Active
236,236,0,7,Active
1200,1200,0,7,Active
2549,3578,182,5,Write Off
4448,4448,0,5,Active
4900,4900,0,5,Active
1736,1736,0,5,Active
2115,2115,0,16,Active
2415,2415,0,16,Active
6115,6115,0,16,Active
2420,2420,0,16,Active
5315,5315,0,16,Active
2715,2715,0,16,Active
1405,1405,0,16,Active
3870,3870,0,16,Active
5169,5169,0,16,Active
6355,6355,0,16,Active
5415,5415,0,16,Active
1915,1915,0,16,Active
236,236,0,16,Active
1615,1615,0,16,Active
2960,2960,0,16,Active
365,467,70,2,Default
365,0,0,2,Active
365,365,0,5,Active
365,365,0,5,Active
635,635,0,5,Active
1025,1025,0,5,Active
2648,8971,77,10,Default
1884,1884,0,10,Active
2598,0,0,10,Active
5036,5036,0,10,Active
1256,1256,0,10,Active
5100,13211,231,10,Write Off
4618,4618,0,10,Active
2615,2615,0,10,Active
5003,5003,0,10,Active
2854,2854,0,10,Active
1490,1490,0,4,Active
365,365,0,4,Active
948,948,0,4,Active
115,115,0,20,Active
100,100,0,20,Active
57,57,0,20,Active
230,230,0,20,Active
57,57,0,20,Active
177,177,0,20,Active
467,467,0,20,Active
115,115,0,20,Active
57,57,0,20,Active
57,57,0,20,Active
0,0,0,20,Active
230,230,0,20,Active
59,59,0,20,Active
57,57,0,20,Active
0,0,0,20,Active
57,57,0,20,Active
115,115,0,20,Active
57,57,0,20,Active
3,3,0,20,Active
2550,2550,0,6,Active
2490,2490,0,6,Active
1500,1500,0,6,Active
1685,1685,0,6,Active
365,365,0,6,Active
1025,1025,0,4,Active
365,365,0,4,Active
1650,1650,0,4,Active
365,0,49,1,Default
445,1587,35,8,Default
1482,1482,0,8,Active
750,750,0,8,Active
365,365,0,8,Active
2550,2550,0,8,Active
600,600,0,8,Active
1100,1100,0,8,Active
365,365,0,2,Active
1240,1240,0,5,Active
2115,2115,0,5,Active
5943,5943,329,5,Write Off
5220,9521,14,5,Active
365,365,0,2,Active
365,365,0,4,Active
92,92,0,4,Active
1200,2456,56,4,Default
365,365,0,4,Active
779,779,0,4,Active
1025,1270,7,4,Active
236,236,0,10,Active
1464,1464,0,10,Active
2600,2600,0,10,Active
2550,3883,7,10,Active
2500,2500,0,10,Active
1216,1216,0,10,Active
836,836,0,10,Active
2600,2600,0,10,Active
2550,2550,0,10,Active
577,577,0,24,Active
2550,2550,0,24,Active
1050,1050,0,24,Active
3615,3615,0,24,Active
2500,2500,0,24,Active
2387,2387,0,24,Active
59,59,0,24,Active
3541,3541,0,24,Active
230,230,0,24,Active
2550,2550,0,24,Active
3800,3800,0,24,Active
50,50,0,24,Active
3925,3925,0,24,Active
4115,4115,7,24,Active
4100,4100,0,24,Active
2615,2615,0,24,Active
2800,2800,0,24,Active
4100,4100,0,24,Active
4225,4225,0,24,Active
4115,4115,0,24,Active
4225,4225,0,24,Active
1975,1975,0,24,Active
1500,1500,0,24,Active
3115,7297,14,5,Active
3358,3358,0,5,Active
4515,7461,329,5,Write Off
2149,2149,0,5,Active
365,365,0,2,Active
1100,2032,7,4,Active
617,617,0,4,Active
236,236,0,4,Active
5115,5987,14,17,Active
1100,2464,14,17,Active
3551,3551,0,17,Active
685,4119,7,17,Active
2050,2050,0,17,Active
1230,1230,0,17,Active
4041,4041,0,17,Active
2603,2603,0,17,Active
2727,4520,14,17,Active
57,57,0,17,Active
550,550,0,17,Active
1115,7731,21,17,Active
2124,2124,0,17,Active
1352,1352,0,17,Active
3811,6313,7,17,Active
275,275,0,17,Active
36,36,0,3,Active
36,0,14,3,Active
250,250,0,3,Active
1784,1784,0,8,Active
115,4669,14,8,Active
115,115,0,8,Active
789,1161,49,8,Default
507,507,0,8,Active
618,618,0,8,Active
2789,2789,0,8,Active
1189,620,0,8,Active
1100,1100,0,4,Active
365,365,0,4,Active
1350,1809,56,4,Default
706,706,0,2,Active
1155,513,308,2,Write Off
1034,1034,0,26,Active
2550,2550,0,26,Active
2550,2550,0,26,Active
719,719,0,26,Active
1550,1550,0,26,Active
100,100,0,26,Active
236,236,0,26,Active
1050,1415,7,26,Active
1050,1050,0,26,Active
825,3680,7,26,Active
1050,1050,0,26,Active
600,600,0,26,Active
2050,2050,0,26,Active
3100,3100,0,26,Active
1300,1300,0,26,Active
1550,1550,0,26,Active
2050,2050,0,26,Active
100,100,0,26,Active
2500,2500,0,26,Active
1550,1550,0,26,Active
1000,1000,0,26,Active
500,500,0,26,Active
3100,3100,0,26,Active
2050,2050,0,26,Active
1100,1100,0,26,Active
36,3008,189,2,Write Off
2050,2050,0,5,Active
2550,2550,0,5,Active
2090,2090,0,5,Active
365,365,0,5,Active
1550,1550,0,6,Active
2050,2050,0,6,Active
365,365,0,6,Active
2200,2200,0,6,Active
1000,1000,0,6,Active
365,365,0,5,Active
760,1534,42,5,Default
1550,2139,14,5,Active
2850,2850,0,5,Active
1050,1050,0,7,Active
950,950,0,7,Active
1650,1650,0,7,Active
1050,856,0,7,Active
558,558,0,7,Active
2000,2000,0,7,Active
1050,1050,0,7,Active
365,243,98,1,Write Off
2115,4872,21,7,Active
1287,1287,0,7,Active
230,0,28,7,Active
3827,4932,14,7,Active
230,230,14,7,Active
4211,4920,21,7,Active
3033,3033,203,7,Write Off
5345,5345,0,12,Active
1400,1400,0,12,Active
5115,6836,14,12,Active
6131,6131,0,12,Active
2615,2615,0,12,Active
230,2048,14,12,Active
3293,4629,7,12,Active
2771,2771,0,12,Active
5115,5115,14,12,Active
230,0,0,12,Active
886,886,0,12,Active
2618,7322,35,12,Default
2915,2922,7,14,Active
1280,1280,0,14,Active
57,57,0,14,Active
3635,3635,0,14,Active
4115,4115,0,14,Active
5260,5260,0,14,Active
2830,2830,0,14,Active
57,235,196,14,Write Off
2730,2730,0,14,Active
3125,3125,0,14,Active
57,57,0,14,Active
5014,5014,0,14,Active
3115,3115,0,14,Active
1000,1000,7,5,Active
236,236,0,5,Active
3100,3100,14,5,Active
1500,1933,168,5,Write Off
230,5282,287,2,Write Off
100,100,112,15,Write Off
2418,2418,0,15,Active
230,230,0,15,Active
2000,2000,0,15,Active
2121,2121,0,15,Active
3615,3615,0,15,Active
2300,2300,21,15,Active
2118,2118,0,15,Active
1615,1615,0,15,Active
1500,1500,0,15,Active
2100,2100,0,15,Active
0,0,0,15,Active
1613,1613,0,15,Active
50,50,0,15,Active
1450,1450,0,4,Active
1100,1100,0,4,Active
365,365,0,4,Active
200,200,0,4,Active
1050,1050,0,4,Active
36,36,0,4,Active
2343,2343,0,11,Active
3105,3105,0,11,Active
3415,3415,21,11,Active
230,230,0,11,Active
2943,3964,49,11,Default
2500,4580,14,11,Active
1830,1830,0,11,Active
3177,3177,0,11,Active
2600,3956,14,11,Active
350,350,0,11,Active
36,36,0,3,Active
150,150,154,3,Write Off
36,0,0,3,Active
86,86,0,2,Active
236,0,0,2,Active
2250,2367,63,3,Default
365,365,0,3,Active
365,365,28,2,Active
1050,1050,0,7,Active
1783,4219,7,7,Active
1600,2366,7,7,Active
236,236,0,7,Active
1025,1025,7,7,Active
113,113,0,7,Active
236,0,182,1,Write Off
945,945,0,5,Active
236,236,0,5,Active
1050,1050,0,5,Active
1600,3201,91,5,Write Off
550,550,0,6,Active
1100,2176,14,6,Active
365,365,0,6,Active
500,500,0,6,Active
297,297,0,6,Active
1772,1772,0,19,Active
2115,4490,7,19,Active
3854,3854,0,19,Active
2354,2354,0,19,Active
4651,4651,0,19,Active
2954,9236,28,19,Active
2500,2500,0,19,Active
1230,1848,14,19,Active
1550,3745,7,19,Active
3229,4174,7,19,Active
3077,3077,0,19,Active
2600,4495,56,19,Default
3850,3850,0,19,Active
850,850,0,19,Active
2550,3327,7,19,Active
2525,2525,0,19,Active
350,350,0,19,Active
2200,2200,0,19,Active
36,36,189,2,Write Off
952,952,0,9,Active
365,365,0,9,Active
1550,1550,0,9,Active
1300,1300,0,9,Active
548,548,0,9,Active
1050,1097,7,9,Active
2500,4476,7,9,Active
2050,2050,0,9,Active
365,0,7,4,Active
365,365,0,4,Active
1025,1025,0,4,Active
1025,1025,0,4,Active
1000,1000,0,6,Active
1550,1550,0,6,Active
1050,1050,0,6,Active
365,365,0,6,Active
2050,2050,0,6,Active
755,755,0,3,Active
365,365,0,3,Active
850,1275,28,3,Active
236,236,0,3,Active
500,500,0,9,Active
2050,2050,0,9,Active
1300,1300,0,9,Active
365,0,0,9,Active
1550,1550,0,9,Active
175,175,0,9,Active
650,650,0,9,Active
365,365,0,9,Active
500,500,0,9,Active
365,365,0,2,Active
365,581,7,4,Active
1650,1650,0,4,Active
365,0,0,4,Active
808,808,0,4,Active
1600,3224,21,5,Active
1050,1050,0,5,Active
236,236,0,5,Active
925,925,0,5,Active
5605,5605,0,12,Active
3256,3256,0,12,Active
3401,3401,0,12,Active
2590,2590,0,12,Active
2870,2870,238,12,Write Off
2149,0,14,12,Active
2614,2614,0,12,Active
5678,5678,0,12,Active
5827,5827,0,12,Active
2403,2403,0,12,Active
4622,5436,7,12,Active
2608,8523,28,12,Active
365,0,14,2,Active
365,365,0,2,Active
365,365,0,2,Active
365,365,0,6,Active
2280,2280,0,6,Active
1505,1505,14,6,Active
980,980,0,6,Active
1030,1030,0,6,Active
236,236,0,3,Active
850,850,0,3,Active
1550,1550,0,4,Active
365,365,0,4,Active
1025,1025,0,4,Active
2289,6574,21,9,Active
4162,4162,0,9,Active
230,230,0,9,Active
4179,11436,14,9,Active
3563,4347,196,9,Write Off
2300,2300,0,9,Active
4197,4197,0,9,Active
5026,5026,0,9,Active
1525,1525,0,11,Active
1526,1526,0,11,Active
1050,1050,0,11,Active
0,251,35,11,Default
1025,1062,7,11,Active
1000,1000,0,11,Active
236,236,0,11,Active
0,0,0,11,Active
2050,2050,0,11,Active
1048,2071,7,11,Active
236,236,0,2,Active
365,365,0,5,Active
1000,1000,0,5,Active
1025,1025,0,5,Active
1025,1025,0,5,Active
1650,1650,0,4,Active
365,365,0,4,Active
1025,1025,0,4,Active
365,162,7,2,Active
202,202,0,2,Active
2050,2527,7,3,Active
365,365,0,3,Active
236,236,0,13,Active
2028,2028,0,13,Active
850,850,0,13,Active
505,505,0,13,Active
1655,1655,0,13,Active
150,150,0,13,Active
798,798,0,13,Active
2079,2079,0,13,Active
1341,1341,0,13,Active
797,797,0,13,Active
1629,1629,0,13,Active
908,908,0,13,Active
365,365,0,3,Active
809,814,7,3,Active
365,365,0,3,Active
2050,2050,0,3,Active
365,0,7,1,Active
236,172,28,2,Active
63,63,28,2,Active
1550,1550,0,7,Active
1050,1050,0,7,Active
2550,2550,7,7,Active
365,1471,14,7,Active
1442,2022,14,7,Active
419,419,0,7,Active
2025,2025,0,7,Active
50,50,0,13,Active
50,50,0,13,Active
768,768,0,13,Active
5115,5351,7,13,Active
4993,10119,49,13,Default
1763,1763,0,13,Active
100,100,0,13,Active
230,1031,7,13,Active
100,100,0,13,Active
0,0,0,13,Active
4691,4879,7,13,Active
5041,5041,0,13,Active
1025,1025,0,5,Active
365,365,0,5,Active
1550,1550,0,5,Active
2550,2550,0,5,Active
1550,1550,0,5,Active
2050,2050,0,5,Active
1100,1100,0,5,Active
236,236,0,5,Active
1600,1600,0,9,Active
236,236,0,9,Active
4600,4600,0,9,Active
1000,1000,0,9,Active
2650,2650,0,9,Active
2600,2600,0,9,Active
3100,3100,0,9,Active
4600,4600,203,9,Write Off
365,365,0,6,Active
1000,2327,49,6,Default
1525,1525,0,6,Active
1050,1050,0,6,Active
1350,1350,0,6,Active
365,365,0,2,Active
4325,4325,0,13,Active
1712,2755,7,13,Active
50,50,0,13,Active
2025,2025,0,13,Active
2500,2500,0,13,Active
0,0,0,13,Active
2270,2270,0,13,Active
3243,3243,0,13,Active
1675,1675,0,13,Active
236,236,0,13,Active
825,825,0,13,Active
3055,3055,0,13,Active
4121,4121,0,12,Active
4118,4118,0,12,Active
2618,2618,0,12,Active
2515,2515,0,12,Active
4100,4100,0,12,Active
4115,4115,0,12,Active
230,230,0,12,Active
2100,2100,0,12,Active
3615,3615,0,12,Active
4115,4115,0,12,Active
2100,2100,0,12,Active
365,365,0,2,Active
365,277,28,1,Active
1550,1550,0,6,Active
2050,2050,0,6,Active
365,365,0,6,Active
2550,2550,0,6,Active
1000,1000,0,6,Active
365,365,0,2,Active
365,365,0,2,Active
1100,1100,0,6,Active
236,236,7,6,Active
2550,2550,0,6,Active
2550,2550,0,6,Active
2550,2550,0,6,Active
2115,2115,0,23,Active
2450,2450,0,23,Active
4551,4551,0,23,Active
375,1391,7,23,Active
4432,5288,7,23,Active
1972,1972,0,23,Active
2500,3061,161,23,Write Off
2608,2608,0,23,Active
5667,5667,0,23,Active
2500,6455,14,23,Active
3412,3412,0,23,Active
4022,4022,0,23,Active
2615,2615,7,23,Active
2437,2437,0,23,Active
1778,1778,0,23,Active
5057,9991,21,23,Active
4262,4262,0,23,Active
4336,4336,0,23,Active
2550,2550,0,23,Active
3115,3115,0,23,Active
3070,3070,0,23,Active
1240,1240,0,23,Active
365,0,0,1,Active
1000,1000,0,5,Active
365,365,0,5,Active
1050,1050,0,5,Active
1050,1050,35,5,Default
2050,2050,0,9,Active
2025,2025,0,9,Active
365,365,0,9,Active
1050,1050,0,9,Active
2500,2500,0,9,Active
2050,2050,0,9,Active
1550,1550,0,9,Active
2550,2550,0,9,Active
2050,2528,7,25,Active
3618,3618,0,25,Active
4621,4621,0,25,Active
4100,4100,0,25,Active
5240,5240,0,25,Active
3115,3115,0,25,Active
4100,4100,0,25,Active
1115,1115,0,25,Active
2018,2018,0,25,Active
3100,3100,0,25,Active
2415,2415,0,25,Active
230,230,0,25,Active
50,50,0,25,Active
230,0,7,25,Active
3240,3240,0,25,Active
4115,4115,0,25,Active
1700,1700,0,25,Active
2500,2500,0,25,Active
3558,3558,0,25,Active
3615,3615,0,25,Active
4600,4600,0,25,Active
3600,3600,0,25,Active
3150,3150,0,25,Active
1571,1571,0,25,Active
2040,2040,0,25,Active
236,783,7,11,Active
2752,2752,0,11,Active
4966,15702,63,11,Default
759,759,0,11,Active
50,50,0,11,Active
2350,2350,0,11,Active
2290,2290,0,11,Active
2550,4340,7,11,Active
5085,5085,0,11,Active
2550,2550,0,11,Active
365,365,0,6,Active
950,950,0,6,Active
1550,1550,0,6,Active
2300,2300,0,6,Active
1865,1865,0,6,Active
1000,1000,0,5,Active
1025,1025,0,5,Active
365,365,0,5,Active
1050,1050,0,5,Active
1005,1363,28,3,Active
365,659,21,3,Active
2050,2050,0,13,Active
236,236,0,13,Active
2050,2050,0,13,Active
850,850,0,13,Active
3000,3000,0,13,Active
1000,1000,0,13,Active
1000,1000,0,13,Active
1550,1550,0,13,Active
1000,1000,0,13,Active
1050,1050,0,13,Active
2550,2550,0,13,Active
1025,1025,0,13,Active
2465,2465,0,5,Active
365,365,0,5,Active
1635,1635,0,5,Active
0,0,0,5,Active
365,0,84,1,Default
850,850,0,3,Active
230,230,0,3,Active
115,0,133,3,Write Off
2491,2491,0,27,Active
2050,2050,0,27,Active
2755,2755,0,27,Active
1366,1366,0,27,Active
1071,1071,0,27,Active
2615,2615,0,27,Active
2100,2100,0,27,Active
236,236,0,27,Active
2615,2615,0,27,Active
2550,2550,0,27,Active
2100,2100,0,27,Active
3100,3100,0,27,Active
1950,1950,0,27,Active
115,115,0,27,Active
177,177,0,27,Active
115,115,0,27,Active
2615,2615,0,27,Active
3600,3600,0,27,Active
2615,2615,0,27,Active
3115,3115,0,27,Active
5476,5476,0,27,Active
5115,5115,0,27,Active
57,57,0,27,Active
2615,6773,7,27,Active
2600,2600,0,27,Active
57,57,0,27,Active
2025,2025,0,6,Active
1550,1550,0,6,Active
2550,2550,0,6,Active
865,865,0,6,Active
1050,1050,0,6,Active
